location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,Puissance Fiscale
Tunis,12 days ago,91000.0,Blanc,30000.0,Avec kilométrage,1.6,2016.0,Manuelle,Nissan,Micra,Berline,Essence,4.0
Gafsa,12 days ago,200000.0,Marron,111111.0,Nouveau,2.2,2017.0,Manuelle,Mercedes-Benz,Sprinter,Utilitaire,Diesel,7.0
Sousse,12 days ago,120000.0,Noir,47500.0,Avec kilométrage,1.6,2012.0,Manuelle,BMW,Serie 3,Compacte,Essence,7.0
Sousse,12 days ago,210000.0,Gris,36998.0,Avec kilométrage,1.9,2013.0,Manuelle,Ssangyong,Actyon,Pick up,Diesel,7.0
Médenine,12 days ago,3000.0,Autre,21500.0,Avec kilométrage,1.6,2010.0,Manuelle,Citroen,C5,Berline,Diesel,6.0
Nabeul,12 days ago,102000.0,Blanc,68000.0,Nouveau,4.0,2020.0,Manuelle,Citroen,Berlingo,Autres,Diesel,5.0
Kairouan,12 days ago,230000.0,Blanc,28000.0,Avec kilométrage,1.6,2012.0,Manuelle,Citroen,Berlingo,Berline,Diesel,5.0
Sfax,12 days ago,275000.0,Gris,22998.0,Avec kilométrage,2.2,2010.0,Automatique,Mercedes-Benz,Classe C,Compacte,Diesel,8.0
Mahdia,12 days ago,207000.0,Noir,54027.0,Avec kilométrage,1.5,2016.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
La Manouba,12 days ago,123000.0,Blanc,41000.0,Avec kilométrage,1.6,2018.0,Manuelle,Skoda,Fabia,Compacte,Essence,5.0
Bizerte,12 days ago,50000.0,Bleu,20500.0,Avec kilométrage,1.4,2007.0,Manuelle,Citroen,C4 Cactus,Cabriolet,Diesel,5.0
Tunis,12 days ago,152000.0,Gris,115000.0,Avec kilométrage,2.0,2017.0,Automatique,Land Rover,Defender,4 x 4,Diesel,8.0
Tataouine,12 days ago,280000.0,Noir,85000.0,Nouveau,3.0,2010.0,Manuelle,Toyota,Hilux,4 x 4,Diesel,10.0
Tunis,12 days ago,38000.0,Gris,47500.0,Avec kilométrage,1.3,2021.0,Manuelle,Fiat,Doblo,Utilitaire,Diesel,5.0
Tunis,12 days ago,80000.0,Gris,109000.0,Avec kilométrage,1.6,2020.0,Automatique,Kia,Sportage,4 x 4,Essence,11.0
Ariana,12 days ago,170000.0,Marron,39500.0,Avec kilométrage,1.2,2012.0,Manuelle,Volkswagen,New Beetle,Berline,Essence,6.0
Sfax,12 days ago,200000.0,Noir,37000.0,Avec kilométrage,1.6,2009.0,Manuelle,Volkswagen,Golf 6,Compacte,Diesel,5.0
Monastir,12 days ago,174000.0,Gris,61500.0,Avec kilométrage,1.5,2019.0,Manuelle,Ford,C-Max,Monospace,Diesel,6.0
Ariana,12 days ago,28000.0,Bleu,175000.0,Nouveau,2.0,2023.0,Automatique,Isuzu,D-MAX,4 x 4,Diesel,9.0
Tunis,12 days ago,235000.0,Blanc,29500.0,Nouveau,1.6,2010.0,Manuelle,Peugeot,3008,Compacte,Diesel,6.0
Gabès,12 days ago,192999.0,Gris,19000.0,Avec kilométrage,2.0,1999.0,Manuelle,Peugeot,406,Compacte,Essence,7.0
Ariana,12 days ago,129000.0,Noir,58000.0,Avec kilométrage,1.9,2012.0,Automatique,Volkswagen,Passat,Berline,Essence,9.0
Ben Arous,12 days ago,230000.0,Blanc,72000.0,Avec kilométrage,2.2,2013.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,8.0
Béja,12 days ago,66000.0,Noir,69000.0,Avec kilométrage,1.5,2022.0,Manuelle,Autres,Autres,Autres,Essence,7.0
Ariana,12 days ago,56000.0,Noir,17500.0,Avec kilométrage,1.6,2004.0,Manuelle,Autres,Autres,Autres,Essence,6.0
La Manouba,12 days ago,190000.0,Blanc,56000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 1,Compacte,Essence,7.0
Bizerte,12 days ago,109000.0,Blanc,58000.0,Avec kilométrage,1.5,2020.0,Manuelle,Renault,Megane,Berline,Diesel,6.0
La Manouba,12 days ago,50000.0,Blanc,53000.0,Avec kilométrage,1.5,2020.0,Manuelle,Citroen,C3,Autres,Diesel,5.0
Nabeul,12 days ago,8500.0,Gris,41500.0,Avec kilométrage,1.2,2023.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Tunis,12 days ago,171000.0,Gris,34000.0,Avec kilométrage,1.5,2018.0,Manuelle,Mazda,2,Berline,Essence,6.0
Tunis,12 days ago,243000.0,Noir,22500.0,Nouveau,1.2,2005.0,Manuelle,Renault,Clio,Autres,Essence,2.0
Monastir,12 days ago,85000.0,Blanc,123456.0,Avec kilométrage,1.6,2020.0,Automatique,Citroen,DS20,Pick up,Essence,10.0
Kasserine,12 days ago,85000.0,Blanc,34000.0,Nouveau,1.2,2020.0,Manuelle,Geely,GK-GS,Berline,Essence,6.0
Ariana,12 days ago,230000.0,Noir,48000.0,Avec kilométrage,1.6,2009.0,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9.0
Monastir,12 days ago,350000.0,Blanc,16000.0,Avec kilométrage,1.4,1998.0,Manuelle,Peugeot,306,Berline,Essence,5.0
La Manouba,12 days ago,180000.0,Gris,56900.0,Avec kilométrage,1.2,2018.0,Automatique,Volkswagen,Golf,Compacte,Essence,6.0
La Manouba,12 days ago,115000.0,Noir,68000.0,Avec kilométrage,1.5,2014.0,Automatique,Mercedes-Benz,Classe A,Compacte,Diesel,5.0
Ariana,12 days ago,154000.0,Bleu,30800.0,Avec kilométrage,1.4,2013.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Bizerte,12 days ago,320000.0,Marron,26500.0,Avec kilométrage,1.5,2009.0,Manuelle,Renault,Grand Scenic,Monospace,Diesel,6.0
Bizerte,12 days ago,230000.0,Blanc,18000.0,Avec kilométrage,1.6,2011.0,Manuelle,Volkswagen,Caddy,Compacte,Diesel,7.0
Nabeul,12 days ago,300000.0,Blanc,14999.0,Avec kilométrage,2.0,1996.0,Manuelle,Citroen,Jumpy,Autres,Diesel,7.0
Tunis,12 days ago,80000.0,Gris,130000.0,Nouveau,1.6,2020.0,Automatique,BMW,M4,Compacte,Essence,7.0
Tunis,12 days ago,90000.0,Blanc,470000.0,Nouveau,1.2,2018.0,Manuelle,Seat,Leon,Berline,Essence,6.0
Mahdia,12 days ago,29000.0,Gris,90500.0,Nouveau,1.0,2021.0,Manuelle,Volkswagen,Golf,Compacte,Essence,6.0
Ben Arous,12 days ago,250000.0,Noir,39000.0,Avec kilométrage,2.5,2005.0,Manuelle,Mitsubishi,L200,4 x 4,Diesel,10.0
Tunis,12 days ago,230000.0,Blanc,20800.0,Avec kilométrage,1.4,2006.0,Manuelle,Peugeot,206,Compacte,Hybride Diesel,4.0
Tunis,12 days ago,101000.0,Blanc,29500.0,Avec kilométrage,1.5,2018.0,Manuelle,Fiat,Doblo,Utilitaire,Diesel,6.0
Sidi Bouzid,12 days ago,350000.0,Gris,220000.0,Avec kilométrage,2.0,2010.0,Manuelle,Kia,Rio,Compacte,Essence,6.0
Gabès,12 days ago,99000.0,Noir,35000.0,Avec kilométrage,1.6,2006.0,Automatique,Renault,Clio,Compacte,Essence,7.0
Mahdia,12 days ago,400000.0,Blanc,18000.0,Avec kilométrage,2.0,2004.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,8.0
Nabeul,12 days ago,185000.0,Gris,26500.0,Avec kilométrage,1.2,2013.0,Manuelle,Hyundai,I 10,Compacte,Essence,1.2
Ariana,12 days ago,150000.0,Blanc,54500.0,Avec kilométrage,1.2,2015.0,Manuelle,Nissan,Juke,4 x 4,Essence,6.0
Gafsa,12 days ago,152000.0,Bleu,36000.0,Avec kilométrage,1.2,2017.0,Manuelle,Citroen,C3,Berline,Essence,5.0
Siliana,12 days ago,335000.0,Blanc,13000.0,Avec kilométrage,1.4,1997.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Ariana,12 days ago,99000.0,Gris,40000.0,Avec kilométrage,1.2,2019.0,Manuelle,Kia,Picanto,Compacte,Essence,5.0
Ariana,12 days ago,99000.0,Gris,40000.0,Avec kilométrage,1.2,2019.0,Manuelle,Kia,Picanto,Compacte,Essence,5.0
Sousse,12 days ago,17000.0,Rouge,69000.0,Avec kilométrage,1.4,2022.0,Manuelle,MG,ZS,Monospace,Essence,7.0
La Manouba,12 days ago,190000.0,Noir,17500.0,Avec kilométrage,1.4,2000.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Monastir,13 days ago,110000.0,Rouge,21000.0,Avec kilométrage,1.2,2011.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Gafsa,13 days ago,220000.0,Gris,22500.0,Avec kilométrage,1.2,2003.0,Manuelle,Opel,Astra,Berline,Essence,5.0
Sousse,13 days ago,210000.0,Autre,50000.0,Avec kilométrage,2.0,2013.0,Automatique,Mazda,6,Berline,Essence,8.0
Ariana,13 days ago,380000.0,Bleu,22000.0,Pièces manquantes,3.0,2000.0,Automatique,BMW,X5,4 x 4,Essence,16.0
Ben Arous,13 days ago,149000.0,Blanc,49999.0,Avec kilométrage,1.2,2018.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Sousse,13 days ago,112000.0,Blanc,54000.0,Avec kilométrage,1.6,2020.0,Manuelle,Peugeot,Partner,Compacte,Diesel,6.0
Ariana,13 days ago,105000.0,Argent,43000.0,Avec kilométrage,1.2,2017.0,Automatique,Kia,Rio,Autres,Essence,5.0
Nabeul,13 days ago,90000.0,Beige,108000.0,Nouveau,1.7,2021.0,Automatique,Hyundai,Tucson,Berline,Diesel,6.0
Tunis,13 days ago,147000.0,Marron,111111.0,Avec kilométrage,1.4,2012.0,Manuelle,Citroen,C4,Berline,Essence,6.0
Nabeul,13 days ago,166000.0,Rouge,34000.0,Avec kilométrage,1.6,2009.0,Manuelle,mini,Cooper,Cabriolet,Essence,7.0
Gafsa,13 days ago,307000.0,Gris,15500.0,Avec kilométrage,1.6,1996.0,Manuelle,Audi,A4,Compacte,Essence,7.0
Tunis,13 days ago,23000.0,Bleu,58000.0,Avec kilométrage,1.0,2022.0,Manuelle,Toyota,Yaris,Compacte,Essence,4.0
Ariana,13 days ago,37000.0,Blanc,192000.0,Nouveau,1.5,2022.0,Automatique,Mercedes-Benz,Classe GLA,4 x 4,Hybride essence,7.0
Ben Arous,13 days ago,92000.0,Noir,31000.0,Avec kilométrage,3.0,2019.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Ben Arous,13 days ago,152000.0,Noir,28200.0,Avec kilométrage,1.4,2012.0,Manuelle,Peugeot,207,Berline,Essence,5.0
Ben Arous,13 days ago,280000.0,Blanc,72000.0,Avec kilométrage,1.6,2010.0,Manuelle,Mercedes-Benz,Classe C,Berline,Essence,9.0
Ariana,13 days ago,120000.0,Bleu,108000.0,Avec kilométrage,1.6,2019.0,Automatique,BMW,Serie 4,Compacte,Essence,7.0
Ariana,13 days ago,138000.0,Blanc,39000.0,Avec kilométrage,1.6,2010.0,Manuelle,Peugeot,3008,Compacte,Diesel,6.0
Ariana,13 days ago,398135.0,Noir,30000.0,Avec kilométrage,1.8,2010.0,Automatique,Audi,A4,Berline,Essence,7.0
Mahdia,13 days ago,160000.0,Blanc,39500.0,Nouveau,1.1,2017.0,Manuelle,Citroen,C3,Berline,Essence,4.0
Sfax,13 days ago,275000.0,Vert,24000.0,Avec kilométrage,1.2,2004.0,Automatique,Volkswagen,Polo,Autres,Essence,5.0
Tunis,13 days ago,20500.0,Blanc,86000.0,Nouveau,1.0,2022.0,Automatique,Seat,Leon,Berline,Essence,6.0
Tunis,13 days ago,332000.0,Gris,16500.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Tunis,13 days ago,53000.0,Noir,87000.0,Avec kilométrage,1.6,2018.0,Automatique,Audi,A3,Autres,Essence,6.0
Médenine,13 days ago,168173.0,Blanc,50000.0,Avec kilométrage,4.0,2019.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Ben Arous,13 days ago,83000.0,Orange,53400.0,Avec kilométrage,1.6,2018.0,Automatique,Kia,Sportage,4 x 4,Essence,9.0
Ariana,13 days ago,91000.0,Noir,130000.0,Avec kilométrage,1.6,2017.0,Automatique,Mercedes-Benz,Classe C Coupe,Autres,Essence,8.0
Kairouan,13 days ago,120000.0,Gris,590000.0,Avec kilométrage,2.0,2018.0,Manuelle,Citroen,Jumpy,Compacte,Diesel,7.0
Ben Arous,13 days ago,109000.0,Argent,30000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,301,Berline,Essence,5.0
Sfax,13 days ago,147000.0,Blanc,77000.0,Nouveau,1.8,2016.0,Automatique,Mercedes-Benz,Classe A,Autres,Essence,6.0
Nabeul,13 days ago,110000.0,Blanc,51000.0,Nouveau,1.5,2020.0,Manuelle,Peugeot,308,Berline,Diesel,5.0
Médenine,13 days ago,89000.0,Gris,70000.0,Avec kilométrage,1.2,2019.0,Manuelle,Renault,Kadjar,Berline,Essence,7.0
Nabeul,13 days ago,90000.0,Gris,103000.0,Nouveau,1.6,2022.0,Automatique,Kia,Sportage,Berline,Diesel,7.0
Monastir,13 days ago,260000.0,Noir,33000.0,Non dédouanné,2.0,2006.0,Automatique,Mercedes-Benz,Classe C,Berline,Diesel,9.0
Béja,13 days ago,94000.0,Gris,63000.0,Nouveau,2.0,2020.0,Automatique,Opel,GT,4 x 4,Diesel,7.0
Tunis,13 days ago,174000.0,Gris,29999.0,Avec kilométrage,1.5,2011.0,Manuelle,Toyota,Yaris,Berline,Diesel,5.0
Sfax,13 days ago,51000.0,Noir,111111.0,Avec kilométrage,1.4,2020.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Tunis,13 days ago,44000.0,Gris,43800.0,Avec kilométrage,1.0,2020.0,Manuelle,Renault,Clio,Berline,Essence,4.0
Tunis,13 days ago,127000.0,Blanc,29700.0,Nouveau,1.2,2017.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,4.0
Ben Arous,13 days ago,128000.0,Blanc,25000.0,Avec kilométrage,1.2,2012.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Ben Arous,13 days ago,285000.0,Noir,57800.0,Avec kilométrage,1.4,2013.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,7.0
Sfax,13 days ago,160000.0,Vert,12000.0,Avec kilométrage,4.0,2000.0,Manuelle,Ford,Escort,Berline,Diesel,6.0
Béja,13 days ago,240000.0,Blanc,30000.0,Avec kilométrage,1.8,2010.0,Manuelle,Audi,A4,Berline,Essence,7.0
Médenine,13 days ago,170000.0,Noir,90000.0,Nouveau,1.6,2018.0,Automatique,Hyundai,Tucson,4 x 4,Diesel,7.0
Monastir,13 days ago,347000.0,Noir,12000.0,Avec kilométrage,1.4,1998.0,Manuelle,Citroen,Clio,Berline,Essence,6.0
Mahdia,13 days ago,190000.0,Rouge,13000.0,Nouveau,1.9,1990.0,Manuelle,Renault,Express,Autres,Diesel,6.0
Tunis,13 days ago,215000.0,Noir,94000.0,Avec kilométrage,2.0,2017.0,Automatique,Volkswagen,Amarok,4 x 4,Diesel,7.0
Gafsa,13 days ago,365000.0,Blanc,31000.0,Avec kilométrage,1.9,2008.0,Manuelle,Peugeot,Partner,Monospace,Diesel,5.0
Tunis,13 days ago,106000.0,Beige,35000.0,Nouveau,1.0,2021.0,Manuelle,Dacia,Sandero,Berline,Essence,5.0
La Manouba,13 days ago,178000.0,Blanc,35000.0,Avec kilométrage,1.6,2016.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Ariana,13 days ago,60000.0,Rouge,30000.0,Avec kilométrage,1.0,2019.0,Manuelle,Suzuki,Celerio,Compacte,Essence,4.0
Ariana,13 days ago,44800.0,Bleu,88000.0,Nouveau,1.0,2023.0,Automatique,Seat,Arosa,Autres,Essence,6.0
Ariana,13 days ago,340000.0,Gris,28500.0,Avec kilométrage,1.9,2009.0,Manuelle,Volkswagen,Passat,Compacte,Diesel,6.0
Nabeul,13 days ago,57000.0,Gris,32500.0,Avec kilométrage,1.1,2017.0,Manuelle,Suzuki,Celerio,Berline,Essence,4.0
Nabeul,13 days ago,300000.0,Rouge,10500.0,Avec kilométrage,1.2,1996.0,Manuelle,Peugeot,106,Autres,Essence,4.0
Ben Arous,13 days ago,115000.0,Bleu,52000.0,Avec kilométrage,1.2,2019.0,Automatique,Kia,Rio,Compacte,Essence,6.0
Sfax,13 days ago,111111.0,Blanc,16400.0,Avec kilométrage,1.9,2002.0,Manuelle,Renault,Master,Monospace,Diesel,8.0
La Manouba,13 days ago,100000.0,Noir,75000.0,Avec kilométrage,1.8,2016.0,Automatique,BMW,Serie 1,Compacte,Essence,7.0
Tunis,13 days ago,194000.0,Noir,26500.0,Nouveau,1.2,2011.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Sousse,13 days ago,200000.0,Gris,16999.0,Avec kilométrage,1.8,2007.0,Manuelle,Peugeot,407,Berline,Essence,7.0
Ariana,13 days ago,65000.0,Gris,43000.0,Avec kilométrage,1.2,2017.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ben Arous,13 days ago,90000.0,Gris,55000.0,Nouveau,3.0,2019.0,Manuelle,Suzuki,Baleno,Berline,Essence,5.0
Bizerte,13 days ago,335000.0,Gris,23000.0,Avec kilométrage,1.4,2002.0,Manuelle,Volkswagen,Golf,Autres,Essence,1.4
Sfax,13 days ago,150000.0,Noir,85000.0,RS,2.0,2013.0,Automatique,BMW,Serie 3,Compacte,Diesel,10.0
Nabeul,13 days ago,122000.0,Blanc,60000.0,Nouveau,1.6,2019.0,Manuelle,Citroen,Jumpy,Utilitaire,Diesel,5.0
Ben Arous,14 days ago,140000.0,Vert,79000.0,Avec kilométrage,1.5,2020.0,Automatique,Peugeot,5008,Monospace,Diesel,6.0
Kairouan,14 days ago,169000.0,Noir,29901.0,Avec kilométrage,1.2,2014.0,Manuelle,Kia,Picanto,Berline,Essence,5.0
Zaghouan,14 days ago,360000.0,Blanc,37500.0,Nouveau,2.2,2016.0,Manuelle,Citroen,Jumper,Compacte,Diesel,8.0
Tunis,14 days ago,151642.0,Rouge,26000.0,Avec kilométrage,1.0,2015.0,Manuelle,Dacia,Sandero,Berline,Essence,5.0
Ariana,14 days ago,370000.0,Gris,64000.0,Avec kilométrage,3.2,2007.0,Automatique,Mercedes-Benz,Classe M,4 x 4,Diesel,15.0
Siliana,14 days ago,270000.0,Gris,19500.0,Avec kilométrage,1.2,2001.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ariana,14 days ago,178000.0,Blanc,41000.0,Avec kilométrage,1.2,2015.0,Manuelle,Peugeot,2008,Autres,Essence,5.0
Tunis,14 days ago,271000.0,Noir,12345.0,Nouveau,1.4,2009.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Jendouba,14 days ago,300000.0,Bleu,14300.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ariana,14 days ago,230000.0,Noir,34000.0,Avec kilométrage,2.0,2005.0,Manuelle,Mercedes-Benz,Classe E,Berline,Essence,9.0
Tunis,14 days ago,174000.0,Gris,32980.0,Avec kilométrage,1.2,2019.0,Manuelle,Citroen,C3,Compacte,Essence,4.0
Tunis,14 days ago,115600.0,Gris,38000.0,Avec kilométrage,1.5,2017.0,Manuelle,MG,GT,Berline,Essence,6.0
Bizerte,14 days ago,125000.0,Noir,41000.0,Avec kilométrage,1.2,2017.0,Automatique,Kia,Rio,Berline,Essence,5.0
Sousse,14 days ago,39000.0,Noir,43500.0,Avec kilométrage,1.3,2022.0,Manuelle,BYD,F3,Compacte,Essence,6.0
Tunis,14 days ago,121000.0,Gris,61000.0,Avec kilométrage,2.2,2019.0,Manuelle,Mahindra,Hover,4 x 4,Diesel,9.0
Tunis,14 days ago,132000.0,Blanc,30000.0,Avec kilométrage,1.4,2016.0,Manuelle,Citroen,Nemo,Compacte,Diesel,6.0
Sfax,14 days ago,10000.0,Noir,43000.0,Avec kilométrage,1.5,2011.0,Manuelle,Nissan,Qashqai,4 x 4,Diesel,6.0
Nabeul,14 days ago,109000.0,Gris,36500.0,Avec kilométrage,1.2,2017.0,Manuelle,Citroen,C3,Compacte,Essence,1.2
Gafsa,14 days ago,89537.0,Noir,55000.0,Nouveau,3.0,2020.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Tunis,14 days ago,53000.0,Bleu,90000.0,Avec kilométrage,1.0,2022.0,Automatique,Nissan,Juke,4 x 4,Essence,6.0
Ariana,14 days ago,220000.0,Noir,47000.0,Avec kilométrage,1.2,2012.0,Manuelle,Volkswagen,Jetta,Berline,Essence,6.0
Sousse,14 days ago,102000.0,Autre,43000.0,Avec kilométrage,1.4,2017.0,Manuelle,Toyota,Yaris,Berline,Essence,5.0
La Manouba,14 days ago,200000.0,Noir,36000.0,Avec kilométrage,1.6,2009.0,Manuelle,Volkswagen,Jetta,Berline,Essence,6.0
Monastir,14 days ago,66000.0,Noir,42000.0,Avec kilométrage,1.6,2019.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Kasserine,14 days ago,84000.0,Blanc,62000.0,Avec kilométrage,1.5,2021.0,Manuelle,Peugeot,Partner,Compacte,Essence,5.0
Tunis,14 days ago,178000.0,Noir,39500.0,Avec kilométrage,1.2,2012.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Tunis,14 days ago,300000.0,Noir,18000.0,Nouveau,1.1,2008.0,Manuelle,Ford,Fiesta,Compacte,Essence,7.0
Tunis,14 days ago,142000.0,Blanc,54000.0,Avec kilométrage,1.6,2020.0,Manuelle,Volkswagen,Caddy,Utilitaire,Diesel,5.0
Ariana,14 days ago,153000.0,Doré,60000.0,Avec kilométrage,2.5,2015.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,9.0
Sousse,14 days ago,200000.0,Rouge,22500.0,Avec kilométrage,1.2,2011.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Sousse,14 days ago,33800.0,Noir,165000.0,Avec kilométrage,1.8,2020.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Ben Arous,14 days ago,2300.0,Noir,23500.0,Avec kilométrage,1.6,2016.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Sousse,14 days ago,87000.0,Bleu,74000.0,Avec kilométrage,1.2,2019.0,Manuelle,Audi,A3,Berline,Essence,5.0
Ariana,14 days ago,129000.0,Gris,38500.0,Avec kilométrage,1.4,2011.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Bizerte,14 days ago,120312.0,Gris,32500.0,Avec kilométrage,1.5,2016.0,Manuelle,Ford,Fiesta,Berline,Essence,5.0
Médenine,14 days ago,99108.0,Gris,120000.0,Nouveau,2.0,2020.0,Manuelle,Seat,Toledo,Autres,Diesel,7.0
Ariana,14 days ago,200000.0,Noir,40000.0,Avec kilométrage,1.6,2010.0,Manuelle,Volkswagen,Golf,Compacte,Diesel,6.0
Ariana,14 days ago,129000.0,Gris,38500.0,Avec kilométrage,1.4,2011.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Médenine,14 days ago,106000.0,Blanc,52000.0,Avec kilométrage,4.0,2019.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,6.0
Tunis,15 days ago,170000.0,Gris,28000.0,Avec kilométrage,1.2,2014.0,Manuelle,lancia,Ypsilon,Compacte,Essence,4.0
Tunis,15 days ago,196000.0,Argent,35000.0,Avec kilométrage,1.2,2014.0,Manuelle,Peugeot,308,Compacte,Essence,5.0
Zaghouan,15 days ago,240000.0,Blanc,18000.0,Avec kilométrage,1.6,1992.0,Manuelle,Fiat,500,Compacte,Diesel,12.0
Tunis,15 days ago,246000.0,Noir,41500.0,RS,2.0,2007.0,Manuelle,Volvo,XC70,Berline,Diesel,8.0
Bizerte,15 days ago,38200.0,Gris,38500.0,Avec kilométrage,1.2,2021.0,Manuelle,Mitsubishi,Pick Up,Berline,Essence,4.0
Tunis,15 days ago,240000.0,Autre,37000.0,Avec kilométrage,1.6,2016.0,Manuelle,Mazda,3,Compacte,Essence,6.0
Gafsa,15 days ago,182000.0,Noir,31000.0,Avec kilométrage,1.2,2011.0,Manuelle,Fiat,500,Berline,Essence,4.0
Ben Arous,15 days ago,100000.0,Beige,37000.0,Avec kilométrage,1.2,2014.0,Manuelle,Fiat,500X,Cabriolet,Essence,4.0
Tunis,15 days ago,189000.0,Marron,24000.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,301,Berline,Essence,6.0
Bizerte,15 days ago,190000.0,Beige,38000.0,Avec kilométrage,1.8,2011.0,Manuelle,Audi,A4,Berline,Essence,7.0
Ariana,15 days ago,170000.0,Noir,15000.0,Pièces manquantes,2.5,2000.0,Automatique,Lincoln,Town Car,4 x 4,Essence,31.0
Nabeul,15 days ago,167000.0,Bleu,111111.0,Avec kilométrage,1.0,2019.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Sfax,15 days ago,5700.0,Gris,120000.0,Non dédouanné,1.0,2021.0,Manuelle,Volkswagen,Golf,Berline,Essence,5.0
Ariana,15 days ago,109800.0,Gris,34500.0,Avec kilométrage,1.1,2016.0,Manuelle,Ford,Fiesta,Berline,Essence,5.0
Tunis,15 days ago,200000.0,Gris,55000.0,Avec kilométrage,2.5,2009.0,Automatique,BMW,Serie 3,Berline,Essence,8.0
Ariana,15 days ago,240000.0,Blanc,310000.0,Avec kilométrage,1.2,2014.0,Manuelle,Seat,Ibiza,Berline,Essence,5.0
Ariana,15 days ago,102000.0,Blanc,33900.0,Avec kilométrage,1.4,2011.0,Manuelle,Alfa Romeo,Giulietta,Berline,Essence,7.0
Tunis,15 days ago,112000.0,Noir,41500.0,Avec kilométrage,1.2,2020.0,Manuelle,Peugeot,308,Compacte,Essence,5.0
Monastir,15 days ago,260000.0,Bleu,14000.0,Avec kilométrage,1.2,2001.0,Manuelle,Fiat,Palio,Autres,Essence,5.0
Kairouan,15 days ago,152000.0,Gris,5200.0,Avec kilométrage,1.2,2020.0,Manuelle,Peugeot,2008,Autres,Essence,5.0
Sfax,15 days ago,145000.0,Camel,29500.0,Avec kilométrage,1.4,2014.0,Manuelle,Renault,Symbol,Autres,Essence,5.0
Sousse,15 days ago,135000.0,Noir,53000.0,Nouveau,1.6,2018.0,Manuelle,Peugeot,308 SW,Berline,Diesel,5.0
Sousse,15 days ago,188000.0,Noir,65000.0,Nouveau,1.6,2018.0,Automatique,Volkswagen,Golf 7,Berline,Diesel,6.0
Ben Arous,15 days ago,18000.0,Noir,280000.0,Avec kilométrage,1.5,2022.0,Automatique,Land Rover,Range Rover Evoque,Compacte,Hybride,9.0
Sfax,15 days ago,253000.0,Gris,27000.0,Avec kilométrage,1.5,2010.0,Manuelle,Renault,Megane,Compacte,Diesel,5.0
Tataouine,15 days ago,160000.0,Blanc,55000.0,Avec kilométrage,1.8,2011.0,Automatique,Toyota,Prius,Berline,Hybride,5.0
Tunis,15 days ago,90000.0,Gris,44000.0,Nouveau,2.5,2018.0,Manuelle,Peugeot,404,4 x 4,Diesel,8.0
Nabeul,15 days ago,130000.0,Argent,60000.0,Avec kilométrage,1.5,2014.0,Manuelle,Mercedes-Benz,Classe A,Compacte,Diesel,5.0
Béja,15 days ago,112000.0,Noir,90136.0,Nouveau,1.2,2020.0,Manuelle,Hyundai,I 20,Utilitaire,Essence,5.0
Monastir,15 days ago,192000.0,Blanc,27500.0,Avec kilométrage,1.6,2012.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
