location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,Puissance Fiscale
Tunis,3 months ago,114000.0,Gris,39000.0,Nouveau,1.0,2021.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Gafsa,3 months ago,147000.0,Blanc,70000.0,RS,1.6,2016.0,Manuelle,Hyundai,I 30,Autres,Diesel,5.0
Mahdia,3 months ago,90000.0,Noir,150000.0,Nouveau,2.0,2021.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Diesel,8.0
Tunis,3 months ago,113000.0,Noir,26800.0,Avec kilométrage,1.0,2017.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Ariana,3 months ago,312000.0,Argent,35000.0,Avec kilométrage,3.0,2003.0,Automatique,BMW,X5,4 x 4,Diesel,12.0
Ben Arous,3 months ago,30000.0,Noir,66000.0,Avec kilométrage,3.0,2019.0,Automatique,MG,ZS,Autres,Essence,7.0
Tunis,3 months ago,88000.0,Bleu,28000.0,Avec kilométrage,1.0,2017.0,Manuelle,Peugeot,107,Autres,Essence,4.0
Le Kef,3 months ago,220000.0,Blanc,49000.0,Avec kilométrage,1.8,2009.0,Manuelle,Mercedes-Benz,Classe C,Berline,Essence,9.0
Tunis,3 months ago,56000.0,Gris,51000.0,Nouveau,1.2,2019.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Bizerte,3 months ago,94000.0,Autre,38000.0,Avec kilométrage,1.5,2021.0,Automatique,Honda,City,Berline,Essence,6.0
Tunis,3 months ago,155000.0,Gris,18000.0,Avec kilométrage,1.2,2015.0,Manuelle,Citroen,C-Elysee,Berline,Essence,5.0
Sousse,3 months ago,190000.0,Beige,31500.0,Avec kilométrage,1.4,2009.0,Manuelle,mini,One,Compacte,Essence,5.0
Sfax,3 months ago,70000.0,Noir,34000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Scorpion,Compacte,Essence,5.0
Sfax,3 months ago,20000.0,Noir,44500.0,Avec kilométrage,1.0,2021.0,Manuelle,Hyundai,I 10,Berline,Essence,4.0
Tunis,3 months ago,170000.0,Noir,45000.0,Avec kilométrage,2.0,2010.0,Automatique,Kia,Sportage,Monospace,Diesel,12.0
Ariana,3 months ago,155000.0,Beige,31500.0,Avec kilométrage,1.2,2015.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Tunis,3 months ago,47000.0,Rouge,63982.0,Avec kilométrage,1.2,2022.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Tunis,3 months ago,160000.0,Noir,49000.0,Avec kilométrage,1.6,2019.0,Manuelle,Volkswagen,Jetta,Berline,Essence,7.0
Tunis,3 months ago,257800.0,Gris,24000.0,Avec kilométrage,1.4,2008.0,Manuelle,Citroen,C4,Berline,Essence,6.0
Zaghouan,3 months ago,200000.0,Gris,96601.0,Nouveau,1.2,2012.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,4.0
Tunis,3 months ago,200000.0,Noir,19000.0,Nouveau,1.2,2010.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Sousse,3 months ago,200000.0,Noir,19000.0,Avec kilométrage,1.2,2008.0,Manuelle,Chevrolet,Aveo,Compacte,Essence,4.0
Kébili,3 months ago,320000.0,Noir,52000.0,Avec kilométrage,1.6,2016.0,Automatique,Mazda,CX-5,Compacte,Essence,9.0
Sousse,3 months ago,92200.0,Gris,144000.0,Nouveau,1.9,2019.0,Automatique,Mercedes-Benz,Classe A,Berline,Essence,9.0
Tunis,3 months ago,145000.0,Beige,29000.0,Avec kilométrage,1.1,2013.0,Manuelle,Peugeot,301,Berline,Essence,5.0
Nabeul,3 months ago,203000.0,Blanc,64000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 3,Berline,Essence,7.0
Jendouba,3 months ago,20000.0,Noir,99999.0,Avec kilométrage,1.5,2023.0,Manuelle,MG,ZS,Autres,Essence,7.0
Tunis,3 months ago,290000.0,Blanc,21500.0,Avec kilométrage,1.4,2012.0,Manuelle,Citroen,Berlingo,Berline,Diesel,5.0
Béja,3 months ago,200000.0,Vert,11000.0,Avec kilométrage,1.2,1997.0,Manuelle,Opel,Vectra,Berline,Essence,5.0
Sousse,3 months ago,100000.0,Blanc,85000.0,Nouveau,1.6,2021.0,Automatique,Skoda,Yeti,4 x 4,Essence,9.0
Sousse,3 months ago,125000.0,Noir,33900.0,Avec kilométrage,1.6,2018.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Tunis,3 months ago,265000.0,Blanc,86000.0,Avec kilométrage,2.5,2013.0,Automatique,Mercedes-Benz,Classe CLS,Berline,Diesel,11.0
Tunis,3 months ago,121000.0,Gris,55000.0,Avec kilométrage,2.0,2014.0,Automatique,Mazda,6,Berline,Essence,9.0
Ariana,3 months ago,200000.0,Gris,40500.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,6.0
Tunis,3 months ago,200000.0,Noir,22500.0,Nouveau,3.0,2006.0,Manuelle,Volkswagen,Polo,Autres,Essence,4.0
Ben Arous,3 months ago,246000.0,Bleu,15000.0,Avec kilométrage,1.4,2011.0,Manuelle,Fiat,Punto,Compacte,Essence,5.0
Tunis,3 months ago,117000.0,Gris,110000.0,Nouveau,1.4,2021.0,Automatique,Seat,Leon,4 x 4,Essence,8.0
Kasserine,3 months ago,183000.0,Bleu,19000.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,206+,Autres,Essence,4.0
Nabeul,3 months ago,185000.0,Blanc,65000.0,Avec kilométrage,1.4,2012.0,Manuelle,Volkswagen,Tiguan,4 x 4,Essence,7.0
Tozeur,3 months ago,228000.0,Noir,15500.0,Avec kilométrage,1.2,2013.0,Manuelle,Chevrolet,Aveo,Compacte,Essence,6.0
Ariana,3 months ago,33400.0,Blanc,78000.0,Avec kilométrage,1.4,2020.0,Automatique,Jeep,Compass,Monospace,Essence,8.0
Tunis,3 months ago,77263.0,Vert,49000.0,Avec kilométrage,1.3,2018.0,Automatique,Citroen,DS3,Berline,Essence,6.0
Jendouba,3 months ago,14000.0,Gris,29533.0,Avec kilométrage,1.4,2020.0,Automatique,Audi,Q3,4 x 4,Essence,8.0
Tunis,3 months ago,113000.0,Gris,79500.0,Nouveau,1.0,2019.0,Manuelle,Volkswagen,T-ROC,4 x 4,Essence,7.0
Tunis,3 months ago,276000.0,Beige,38000.0,Avec kilométrage,1.2,2014.0,Manuelle,Seat,Leon,Compacte,Essence,5.0
Sfax,3 months ago,140000.0,Blanc,24000.0,Avec kilométrage,1.2,2016.0,Manuelle,Peugeot,301,Compacte,Essence,5.0
Mahdia,3 months ago,88000.0,Blanc,35000.0,Avec kilométrage,1.3,2020.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Mahdia,3 months ago,100000.0,Rouge,81000.0,Avec kilométrage,1.2,2018.0,Automatique,Renault,Kadjar,Monospace,Essence,7.0
Ariana,3 months ago,38000.0,Beige,43000.0,Avec kilométrage,1.2,2020.0,Manuelle,wallyscar,IRIS,Cabriolet,Essence,5.0
Siliana,3 months ago,254000.0,Blanc,28200.0,Avec kilométrage,1.2,2012.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Tunis,3 months ago,250000.0,Gris,47000.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Golf 7,Berline,Essence,5.0
Tunis,3 months ago,149000.0,Bleu,44000.0,Avec kilométrage,1.2,2012.0,Manuelle,Volkswagen,Golf,Berline,Essence,5.0
Bizerte,3 months ago,130000.0,Noir,45000.0,Avec kilométrage,1.1,2018.0,Manuelle,Peugeot,2008,Berline,Essence,6.0
Tunis,3 months ago,171000.0,Rouge,50000.0,Avec kilométrage,1.5,2018.0,Manuelle,Chery,Tiggo,Autres,Essence,8.0
Tunis,3 months ago,150000.0,Bleu,47500.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5.0
Tunis,3 months ago,103000.0,Gris,37000.0,Avec kilométrage,1.6,2012.0,Manuelle,Mazda,3,Berline,Essence,7.0
Tunis,3 months ago,102000.0,Bleu,82000.0,Avec kilométrage,1.5,2020.0,Automatique,Haval,H6,4 x 4,Essence,9.0
Ariana,3 months ago,41000.0,Blanc,83000.0,Avec kilométrage,1.3,2021.0,Automatique,Nissan,Qashqai,4 x 4,Essence,6.0
Sousse,3 months ago,175000.0,Rouge,61400.0,Avec kilométrage,1.0,2019.0,Manuelle,Ford,ECOSPORT,Pick up,Essence,7.0
Sousse,3 months ago,194600.0,Marron,25000.0,Avec kilométrage,2.0,2018.0,Manuelle,Peugeot,301,Utilitaire,Essence,5.0
Tunis,3 months ago,81000.0,Noir,79000.0,Avec kilométrage,1.2,2019.0,Automatique,Peugeot,3008,Autres,Essence,7.0
Mahdia,3 months ago,84430.0,Bleu,66000.0,Nouveau,1.6,2020.0,Automatique,Peugeot,308,Compacte,Essence,7.0
Ariana,3 months ago,83000.0,Blanc,44500.0,Avec kilométrage,1.5,2019.0,Manuelle,Honda,City,Berline,Essence,7.0
Nabeul,3 months ago,303000.0,Noir,39000.0,Avec kilométrage,1.4,2012.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Sfax,3 months ago,92000.0,Noir,65000.0,Nouveau,1.2,2021.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Sfax,3 months ago,11111.0,Rouge,15000.0,Avec kilométrage,1.4,1990.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ben Arous,3 months ago,97600.0,Blanc,18600.0,Avec kilométrage,2.0,2010.0,Manuelle,Renault,Trafic,Autres,Diesel,7.0
Sfax,3 months ago,6000.0,Blanc,87000.0,Nouveau,2.2,2023.0,Manuelle,Isuzu,D-MAX,Pick up,Diesel,8.0
Kasserine,3 months ago,130000.0,Blanc,53000.0,Avec kilométrage,1.5,2018.0,Manuelle,Mazda,3,Compacte,Essence,6.0
Médenine,3 months ago,314000.0,Noir,30000.0,Avec kilométrage,2.0,2010.0,Automatique,Ssangyong,Actyon,4 x 4,Diesel,8.0
Monastir,3 months ago,127000.0,Blanc,45000.0,Avec kilométrage,1.8,2018.0,Manuelle,Chery,Tiggo,4 x 4,Essence,8.0
Ariana,3 months ago,216000.0,Blanc,58000.0,Avec kilométrage,1.2,2018.0,Manuelle,Audi,A3,Berline,Essence,6.0
Ben Arous,3 months ago,285000.0,Noir,38000.0,Avec kilométrage,1.2,2013.0,Manuelle,Seat,Leon ST,Compacte,Essence,5.0
Tunis,3 months ago,45000.0,Gris,35000.0,Avec kilométrage,1.2,2021.0,Manuelle,Peugeot,208,Autres,Essence,4.0
Tunis,3 months ago,45000.0,Bleu,88000.0,Avec kilométrage,1.5,2021.0,Automatique,BYD,F1,Autres,Essence,9.0
Ben Arous,3 months ago,290000.0,Rouge,11800.0,Avec kilométrage,1.4,1999.0,Manuelle,Peugeot,106,Compacte,Essence,4.0
Ariana,3 months ago,173000.0,Blanc,55000.0,Avec kilométrage,1.2,2016.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5.0
Ariana,3 months ago,95000.0,Blanc,62000.0,Avec kilométrage,2.0,2017.0,Manuelle,Nissan,Qashqai,4 x 4,Diesel,7.0
Ariana,3 months ago,53000.0,Blanc,30000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Ariana,3 months ago,82000.0,Gris,49500.0,Avec kilométrage,1.2,2019.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Tunis,3 months ago,115000.0,Gris,58500.0,Avec kilométrage,1.2,2015.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5.0
Tunis,3 months ago,78000.0,Noir,210000.0,Avec kilométrage,3.0,2016.0,Automatique,Land Rover,Range Rover Sport,4 x 4,Essence,24.0
Ariana,3 months ago,224000.0,Gris,45000.0,Nouveau,1.4,2010.0,Manuelle,Volkswagen,Golf 8,Berline,Essence,5.0
Tunis,3 months ago,100000.0,Bleu,41600.0,Avec kilométrage,4.0,2021.0,Manuelle,Hyundai,I 10,Berline,Essence,5.0
Mahdia,3 months ago,300000.0,Blanc,30000.0,Avec kilométrage,3.0,2012.0,Manuelle,Kia,Cerato,Autres,Essence,7.0
Ben Arous,3 months ago,111111.0,Beige,20000.0,Avec kilométrage,2.0,2013.0,Manuelle,Hyundai,H-1,Utilitaire,Diesel,9.0
Sfax,3 months ago,356000.0,Noir,35000.0,Avec kilométrage,3.5,2004.0,Manuelle,Mazda,B 2500,4 x 4,Diesel,12.0
Sousse,3 months ago,200000.0,Gris,18000.0,Avec kilométrage,1.2,2006.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Tunis,3 months ago,206000.0,Noir,38900.0,Avec kilométrage,1.4,2009.0,Manuelle,Volkswagen,Golf 6,Compacte,Essence,5.0
Zaghouan,3 months ago,270000.0,Noir,32000.0,Avec kilométrage,1.0,2017.0,Manuelle,Volkswagen,Polo,Compacte,Essence,3.0
Tunis,3 months ago,78000.0,Noir,105500.0,Avec kilométrage,1.5,2022.0,Automatique,Haval,H6,4 x 4,Essence,8.0
Ben Arous,3 months ago,232000.0,Noir,20500.0,Avec kilométrage,1.6,2006.0,Manuelle,Peugeot,407,Berline,Diesel,6.0
Tunis,3 months ago,158000.0,Rouge,52000.0,Avec kilométrage,1.5,2018.0,Manuelle,MG,ZS,Autres,Essence,7.0
Nabeul,3 months ago,217000.0,Noir,13000.0,Avec kilométrage,1.9,2004.0,Manuelle,Fiat,Palio,Berline,Diesel,5.0
Kairouan,3 months ago,400000.0,Gris,25000.0,Avec kilométrage,2.5,2010.0,Manuelle,Ford,Ranger,4 x 4,Diesel,10.0
Sousse,3 months ago,215000.0,Blanc,115000.0,Avec kilométrage,2.0,2016.0,Automatique,Audi,Q3,4 x 4,Diesel,10.0
Bizerte,3 months ago,95000.0,Blanc,59000.0,Avec kilométrage,1.5,2017.0,Manuelle,Mazda,3,Compacte,Essence,6.0
Sfax,3 months ago,220000.0,Blanc,28900.0,Avec kilométrage,1.2,2011.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Gabès,3 months ago,111149.0,Noir,32000.0,Avec kilométrage,1.4,2011.0,Manuelle,Citroen,C3,Compacte,Diesel,4.0
Ariana,3 months ago,150000.0,Blanc,28500.0,Avec kilométrage,1.2,2014.0,Manuelle,Ford,Fiesta,Berline,Essence,5.0
Ariana,3 months ago,42000.0,Gris,47000.0,Avec kilométrage,3.0,2020.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Tunis,3 months ago,300000.0,Bleu,15000.0,Avec kilométrage,2.0,2004.0,Automatique,Peugeot,407 SW,Berline,Essence,9.0
Médenine,3 months ago,300000.0,Noir,12000.0,Avec kilométrage,1.2,2000.0,Manuelle,Opel,Corsa,Autres,Essence,4.0
Sousse,3 months ago,247000.0,Blanc,34999.0,Avec kilométrage,1.6,2018.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,5.0
Ben Arous,3 months ago,285000.0,Noir,40000.0,Avec kilométrage,1.2,2013.0,Manuelle,Seat,Leon ST,Compacte,Essence,5.0
Sfax,3 months ago,300000.0,Gris,20000.0,Avec kilométrage,1.4,2005.0,Manuelle,Ford,Focus,Autres,Essence,6.0
Siliana,3 months ago,180000.0,Noir,68000.0,Avec kilométrage,1.6,2015.0,Automatique,BMW,Serie 3,Berline,Essence,7.0
Nabeul,3 months ago,112000.0,Blanc,38000.0,Nouveau,1.6,2019.0,Manuelle,Citroen,Berlingo,Berline,Diesel,6.0
Sfax,3 months ago,170000.0,Noir,40000.0,Nouveau,1.2,2018.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Sfax,3 months ago,157000.0,Bleu,32000.0,Nouveau,1.2,2018.0,Manuelle,Peugeot,301,Autres,Essence,5.0
Tunis,3 months ago,113000.0,Gris,82500.0,Nouveau,1.0,2019.0,Manuelle,Volkswagen,T-ROC,4 x 4,Essence,7.0
Ariana,3 months ago,98000.0,Blanc,36900.0,Avec kilométrage,1.2,2017.0,Manuelle,Citroen,C3,Berline,Essence,4.0
Sfax,3 months ago,128000.0,Blanc,95000.0,Avec kilométrage,1.7,2019.0,Manuelle,Kia,Sportage,Compacte,Diesel,7.0
Ariana,3 months ago,47000.0,Rouge,33500.0,Avec kilométrage,1.0,2021.0,Manuelle,Suzuki,Celerio,Compacte,Essence,4.0
Médenine,3 months ago,1000.0,Beige,18000.0,Nouveau,2.0,1981.0,Manuelle,Peugeot,404,Pick up,Diesel,7.0
Ariana,3 months ago,50000.0,Blanc,44999.0,Avec kilométrage,1.2,2016.0,Manuelle,Peugeot,2008,Autres,Essence,5.0
Sousse,3 months ago,184000.0,Blanc,64000.0,Avec kilométrage,2.5,2018.0,Manuelle,Isuzu,D-MAX,Pick up,Diesel,8.0
Ben Arous,3 months ago,116000.0,Noir,27000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,301,Berline,Essence,5.0
Ariana,3 months ago,95000.0,Blanc,62500.0,Avec kilométrage,2.1,2017.0,Manuelle,Nissan,Qashqai,4 x 4,Diesel,7.0
Tunis,3 months ago,52000.0,Blanc,48500.0,Nouveau,1.5,2020.0,Manuelle,Autres,Autres,Berline,Essence,6.0
Sousse,3 months ago,115000.0,Blanc,32000.0,Nouveau,2.0,2020.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Ariana,3 months ago,192000.0,Marron,70000.0,Avec kilométrage,2.0,2018.0,Automatique,Toyota,RAV 4,Autres,Essence,9.0
Tunis,3 months ago,180000.0,Gris,21000.0,Avec kilométrage,4.0,2009.0,Manuelle,Chevrolet,Aveo,Autres,Essence,6.0
Ariana,3 months ago,400000.0,Noir,25000.0,Avec kilométrage,2.0,2003.0,Automatique,Mercedes-Benz,220,Autres,Diesel,9.0
Sfax,3 months ago,320000.0,Blanc,18000.0,Avec kilométrage,1.3,2009.0,Manuelle,Opel,Meriva,Autres,Diesel,5.0
Ben Arous,3 months ago,10500.0,Bleu,112000.0,Nouveau,1.5,2023.0,Automatique,Ford,Kuga,Autres,Essence,8.0
Bizerte,3 months ago,170000.0,Beige,35000.0,Avec kilométrage,1.6,2008.0,Automatique,mini,Cooper,Compacte,Essence,10.0
Ariana,3 months ago,240000.0,Noir,30000.0,Avec kilométrage,1.2,2018.0,Manuelle,Chevrolet,SSR,Berline,Essence,5.0
Bizerte,3 months ago,132125.0,Noir,31500.0,Avec kilométrage,1.5,2017.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Bizerte,3 months ago,83000.0,Rouge,42000.0,Avec kilométrage,1.2,2019.0,Manuelle,Hyundai,I 20,Compacte,Essence,5.0
Sidi Bouzid,3 months ago,147000.0,Bleu,67000.0,Avec kilométrage,1.4,2019.0,Manuelle,Volkswagen,Golf,Compacte,Diesel,5.0
Tunis,3 months ago,127000.0,Gris,37000.0,Avec kilométrage,1.2,2020.0,Manuelle,Hyundai,I 10,Compacte,Essence,5.0
Sousse,3 months ago,75000.0,Marron,31000.0,Avec kilométrage,1.1,2014.0,Automatique,Opel,Corsa,Compacte,Essence,5.0
Sfax,3 months ago,70000.0,Noir,12345.0,Nouveau,1.0,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Sfax,3 months ago,70000.0,Noir,12345.0,Nouveau,1.0,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Tunis,3 months ago,63335.0,Gris,29000.0,Avec kilométrage,1.2,2014.0,Manuelle,Peugeot,301,Berline,Essence,5.0
Ben Arous,3 months ago,60000.0,Gris,152000.0,Nouveau,1.6,2021.0,Automatique,Hyundai,Tucson,4 x 4,Diesel,7.0
Tunis,3 months ago,161000.0,Noir,23000.0,Avec kilométrage,1.2,2014.0,Manuelle,Citroen,C-Elysée,Compacte,Essence,5.0
Tunis,3 months ago,59000.0,Gris,58000.0,Avec kilométrage,1.2,2020.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Ben Arous,3 months ago,148000.0,Marron,95000.0,Avec kilométrage,2.0,2017.0,Automatique,Kia,Sportage,Compacte,Diesel,10.0
Tunis,3 months ago,200000.0,Gris,38000.0,Nouveau,1.6,2014.0,Automatique,Hyundai,Veloster,Autres,Essence,1.6
Tunis,3 months ago,282000.0,Noir,38000.0,Avec kilométrage,2.0,2004.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,9.0
Médenine,3 months ago,206000.0,Noir,51000.0,Avec kilométrage,1.8,2009.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Tunis,3 months ago,179000.0,Gris,125000.0,Nouveau,1.6,2019.0,Automatique,Mercedes-Benz,Classe C,Berline,Diesel,6.0
Tunis,3 months ago,250000.0,Noir,55000.0,Avec kilométrage,2.2,2011.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Diesel,9.0
Nabeul,3 months ago,266000.0,Autre,24500.0,Avec kilométrage,1.4,2010.0,Manuelle,Alfa Romeo,Mito,Compacte,Essence,5.0
Tunis,3 months ago,14000.0,Rouge,52000.0,Nouveau,1.2,2020.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ben Arous,3 months ago,120000.0,Blanc,35000.0,Avec kilométrage,3.0,2017.0,Manuelle,Citroen,C35,Autres,Essence,4.0
Tunis,3 months ago,70000.0,Rouge,35000.0,Nouveau,4.0,2017.0,Manuelle,MG,3,Berline,Essence,5.0
La Manouba,3 months ago,400000.0,Gris,22500.0,Avec kilométrage,1.9,2010.0,Manuelle,Volkswagen,Caddy,Compacte,Diesel,8.0
Ben Arous,3 months ago,30474.0,Noir,69000.0,Avec kilométrage,3.0,2019.0,Automatique,MG,ZS,Autres,Essence,7.0
Tunis,3 months ago,125000.0,Blanc,65000.0,Avec kilométrage,1.2,2019.0,Automatique,Volkswagen,Golf 7,Compacte,Essence,6.0
Tunis,3 months ago,148000.0,Gris,43000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,308,Compacte,Essence,7.0
Tunis,3 months ago,120000.0,Noir,63000.0,Avec kilométrage,1.2,2016.0,Automatique,Volkswagen,Golf 7,Compacte,Essence,6.0
Tunis,3 months ago,120000.0,Gris,65000.0,Avec kilométrage,1.6,2018.0,Automatique,Suzuki,Vitara,Autres,Essence,6.0
Tunis,3 months ago,124000.0,Noir,53000.0,Avec kilométrage,1.2,2019.0,Automatique,Renault,Megane,Berline,Essence,7.0
Le Kef,3 months ago,120000.0,Noir,99999.0,Avec kilométrage,2.0,2018.0,Automatique,MG,ZS,4 x 4,Essence,9.0
Tunis,3 months ago,50000.0,Gris,80000.0,Avec kilométrage,1.4,2022.0,Automatique,Hyundai,Accent,Berline,Essence,6.0
Tunis,3 months ago,130000.0,Noir,60000.0,Avec kilométrage,1.2,2019.0,Automatique,Renault,Kadjar,Autres,Essence,7.0
Ben Arous,3 months ago,80000.0,Orange,61000.0,Nouveau,1.9,2018.0,Automatique,MG,3,4 x 4,Essence,9.0
Tunis,3 months ago,83000.0,Blanc,45000.0,Avec kilométrage,1.2,2020.0,Manuelle,Hyundai,I 20,Compacte,Essence,5.0
Tunis,3 months ago,161000.0,Rouge,20000.0,Nouveau,1.3,2010.0,Manuelle,Hyundai,I 10,Autres,Diesel,4.0
Ben Arous,3 months ago,72000.0,Noir,50000.0,Nouveau,1.6,2018.0,Manuelle,Dacia,Duster,Autres,Essence,7.0
Siliana,3 months ago,29000.0,Noir,15000.0,Nouveau,3.0,2023.0,Manuelle,Renault,Express,Autres,Diesel,5.0
Nabeul,3 months ago,250000.0,Blanc,5200.0,Avec kilométrage,3.0,1995.0,Manuelle,Opel,Astra,Compacte,Essence,4.0
Sidi Bouzid,3 months ago,180000.0,Bleu,29500.0,Avec kilométrage,1.6,2008.0,Manuelle,Volkswagen,Passat,Autres,Essence,7.0
Tunis,3 months ago,150000.0,Gris,35000.0,Avec kilométrage,1.5,2020.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Tunis,3 months ago,141000.0,Noir,18500.0,Avec kilométrage,1.2,2016.0,Manuelle,Fiat,Grande Punto,Berline,Essence,4.0
Ariana,3 months ago,129000.0,Gris,45000.0,Avec kilométrage,1.4,2020.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
Ariana,3 months ago,230000.0,Gris,56000.0,Avec kilométrage,2.0,2013.0,Manuelle,BMW,Serie 3,Berline,Diesel,6.0
Sfax,3 months ago,313000.0,Bleu,12000.0,Avec kilométrage,1.0,2000.0,Manuelle,Citroen,Saxo,Autres,Essence,4.0
Ben Arous,3 months ago,120000.0,Blanc,41500.0,Avec kilométrage,2.8,2020.0,Manuelle,Isuzu,D-MAX,Utilitaire,Diesel,9.0
Bizerte,3 months ago,130000.0,Blanc,79000.0,Avec kilométrage,3.0,2019.0,Automatique,Peugeot,3008,Autres,Essence,7.0
Ben Arous,3 months ago,36000.0,Autre,54000.0,Avec kilométrage,1.5,2021.0,Manuelle,Geely,GK-GS,4 x 4,Essence,6.0
Ben Arous,3 months ago,104000.0,Gris,38000.0,Avec kilométrage,1.4,2015.0,Manuelle,Mazda,2,Berline,Essence,5.0
Monastir,3 months ago,335000.0,Blanc,180000.0,Avec kilométrage,1.2,2012.0,Manuelle,Renault,Clio,Utilitaire,Essence,5.0
Bizerte,3 months ago,125000.0,Noir,48000.0,Avec kilométrage,1.4,2013.0,Manuelle,Volkswagen,Passat,Berline,Essence,7.0
Tunis,3 months ago,149000.0,Blanc,48000.0,Avec kilométrage,2.0,2011.0,Automatique,BMW,M,Berline,Essence,10.0
Sousse,3 months ago,230000.0,Gris,111111.0,Nouveau,1.7,2002.0,Automatique,Mercedes-Benz,Classe A,Autres,Essence,6.0
Tunis,3 months ago,180000.0,Noir,90000.0,Avec kilométrage,1.6,2015.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8.0
Sfax,3 months ago,135000.0,Blanc,52000.0,Avec kilométrage,1.2,2016.0,Manuelle,Seat,Leon ST,Compacte,Essence,6.0
Ben Arous,3 months ago,154000.0,Blanc,51500.0,Avec kilométrage,1.4,2016.0,Automatique,Seat,Leon ST,Berline,Essence,6.0
Gafsa,3 months ago,200000.0,Gris,32000.0,Avec kilométrage,1.9,2005.0,Manuelle,Volkswagen,Golf,Autres,Diesel,6.0
Nabeul,3 months ago,137348.0,Noir,30000.0,Avec kilométrage,3.0,2009.0,Manuelle,Ford,Focus,Compacte,Essence,6.0
Ariana,3 months ago,163000.0,Blanc,30000.0,Avec kilométrage,1.2,2012.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Tunis,3 months ago,188300.0,Noir,20000.0,Nouveau,1.2,2006.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Tunis,3 months ago,116000.0,Gris,29000.0,Avec kilométrage,1.2,2016.0,Manuelle,Peugeot,208,Berline,Essence,5.0
Tunis,3 months ago,91600.0,Noir,90000.0,Nouveau,1.2,2019.0,Automatique,Peugeot,3008,Autres,Essence,7.0
Sfax,3 months ago,250000.0,Blanc,25000.0,Avec kilométrage,1.4,2014.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Gabès,3 months ago,280000.0,Noir,43500.0,Avec kilométrage,1.2,2010.0,Automatique,Volkswagen,Golf,Compacte,Essence,7.0
Nabeul,3 months ago,16000.0,Gris,38000.0,Avec kilométrage,1.2,2015.0,Manuelle,Citroen,C4,Compacte,Essence,5.0
Tunis,3 months ago,78000.0,Camel,45500.0,Nouveau,1.2,2019.0,Manuelle,Autres,Autres,Berline,Essence,6.0
Béja,3 months ago,196000.0,Noir,23000.0,Avec kilométrage,1.4,2009.0,Manuelle,Renault,Megane Estate,Compacte,Essence,6.0
Monastir,3 months ago,110000.0,Rouge,21500.0,Avec kilométrage,1.2,2011.0,Manuelle,Volkswagen,Polo,Berline,Essence,5.0
